Noise Events,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,destinos? El que hace mas ruido es el que va a antofa,se requieren los datos de ruido de los puntos de medicion del los aeropuertos del año 2024,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Jardines del Sur,,,,,,,,,,,,,,,
"terminales (mp2, hay 3 estaciones), la dos es la mas importantes",dia y la hora en la que se registró el evento,nivel maximo de decibeles,,,,,"cuando el viento es mucho , el sensor se bloquea, cuando hay mas viento que 8 metros por segundo.",,,,,,,relacion entre el radar y la aeronave,tipo de aeronave
NMT,TLASmax,LASmax,SEL,Leq,LAZ,EPNL,Temperature [°C],A/D,Runway,Flight,Airline,Airline (Name),From/To,Callsign,Aircraft Type
,,,,,,,,,,,,,,,
MP02,01/01/2024 0:03:20,79.3,89.4,70.9,78.4,91.8,16.4,Departure,17L,LAN500,LAN,LAN Airlines,KMIA,LAN500,B789
MP02,01/01/2024 1:13:03,81.3,91,73.3,81.8,94.1,14.7,Departure,17L,LAN801,LAN,LAN Airlines,NZAA,LAN801,B789
MP02,01/01/2024 3:52:30,76.7,86.4,72.2,76.5,89.3,12.8,Departure,17L,CMP475,CMP,Copa Airlines,MPTO,CMP475,B39M
MP02,01/01/2024 4:22:28,69.9,81,66.4,72.1,83.4,12.6,Departure,17L,SKU320,SKU,Sky Airline,SCDA,SKU320,A21N
MP02,01/01/2024 4:27:47,74.5,84.4,69.9,74.5,87.1,12.5,Departure,17L,SKU300,SKU,Sky Airline,SCAR,SKU300,A21N
MP02,01/01/2024 4:38:31,69,79.5,65.4,71,81.8,12.6,Departure,17L,SKU240,SKU,Sky Airline,SCCF,SKU240,A20N
MP02,01/01/2024 4:48:45,76.8,87.8,71.9,78.1,89.9,12.7,Departure,17L,QTR8147,QTR,Qatar Airways,SKBO,QTR8147,B77L
MP02,01/01/2024 5:00:39,70.1,80.3,66.2,71.4,82.4,12.5,Departure,17L,SKU270,SKU,Sky Airline,SCFA,SKU270,A21N
MP02,01/01/2024 5:20:01,73.7,83.5,69.4,73.9,85.6,12.3,Departure,17L,JAT501,JAT,JAT Airways,SCIE,JAT501,A320
MP02,01/01/2024 5:24:28,81,91.1,75.9,80.3,93.8,12.3,Departure,17L,KAL274,KAL,Korean Air,SPJC,KAL274,B77L
MP02,01/01/2024 5:27:57,75.6,84.5,70.8,74.5,85.8,12.3,Departure,17L,JAT760,JAT,JAT Airways,SUMU,JAT760,A21N
MP02,01/01/2024 5:32:57,77.6,87.6,72.8,77.2,90.5,12.2,Departure,17L,SKU620,SKU,Sky Airline,SBGL,SKU620,A320
MP02,01/01/2024 5:35:44,72.6,82,68.9,72.1,83.6,12.2,Departure,17L,JAT050,JAT,JAT Airways,SCFA,JAT050,A20N
MP02,01/01/2024 5:51:24,74.8,84,70.8,73.6,85.4,12.1,Departure,17L,JAT010,JAT,JAT Airways,SCDA,JAT010,A21N
MP02,01/01/2024 5:53:57,73.6,82.9,68.8,73.8,84,12.1,Departure,17L,LPE2370,LPE,LAN Peru,SPJC,LPE2370,A320
MP02,01/01/2024 6:05:02,71.5,80.2,66.7,71.8,83.2,12.1,Departure,17L,SKU173,SKU,Sky Airline,SCIE,SKU173,A20N
MP02,01/01/2024 6:07:15,79.6,87.6,74,77.1,89.6,12,Departure,17L,JAT870,JAT,JAT Airways,SBFL,JAT870,A21N
MP02,01/01/2024 6:11:24,82.6,91.1,75.7,81.3,93.2,12,Departure,17L,CMP396,CMP,Copa Airlines,MPTO,CMP396,B738
MP02,01/01/2024 7:17:29,77,87.7,73.2,77.4,89.5,12,Departure,17L,LAN126,LAN,LAN Airlines,SCFA,LAN126,A320
MP02,01/01/2024 7:31:58,65.1,69.2,63.2,59.2,69.2,12,Departure,17R,LCO1400,LCO,LAN Cargo,KMIA,LCO1400,B763
MP02,01/01/2024 8:18:31,77.8,86.9,73.8,75.7,89.1,14.2,Departure,17L,JAT030,JAT,JAT Airways,SCCF,JAT030,A21N
MP02,01/01/2024 8:23:54,80.8,89.9,75.3,79,91.9,14.5,Departure,17L,LXP311,LXP,,SCTE,LXP311,A320
MP02,01/01/2024 9:02:58,68.8,75.8,63.9,68,77.1,17.1,Departure,17R,LAN122,LAN,LAN Airlines,SCFA,LAN122,A320
MP02,01/01/2024 9:30:07,65.6,75.1,63.5,67,76.8,19.1,Departure,17R,LAN031,LAN,LAN Airlines,SCQP,LAN031,A321
MP02,01/01/2024 10:09:05,69.3,76.5,64.5,67.5,76.3,19.8,Departure,17R,JAT820,JAT,JAT Airways,SKRG,JAT820,A20N
MP02,01/01/2024 10:33:05,65,74,62.7,66.7,75,20.9,Departure,17R,LAN029,LAN,LAN Airlines,SCQP,LAN029,A321
MP02,01/01/2024 11:26:48,65,70.8,62.7,62.1,70.8,23.1,Departure,17R,LAN174,LAN,LAN Airlines,SCDA,LAN174,A321
MP02,01/01/2024 12:13:02,66.2,75.5,62.7,68.5,76.6,25,Departure,17R,TPA4096,TPA,TAMPA Cargo,SKBO,TPA4096,A332
MP02,01/01/2024 12:22:22,66.2,72.5,62.1,62.9,73.5,25.4,Departure,17R,LAN039,LAN,LAN Airlines,SCQP,LAN039,A320
MP02,01/01/2024 12:41:07,70.3,79.4,66.1,69.5,83.1,25.9,Departure,17L,CCCYT,CCC,,SCAR,CCCYT,PAY2
MP02,01/01/2024 14:23:42,66.1,76.3,62.4,68.1,78.1,29,Departure,17R,LCO1808,LCO,LAN Cargo,KMIA,LCO1808,B763
MP02,01/01/2024 16:25:43,76.7,85.9,72.3,74.9,88.4,31,Departure,17L,JES3881,JES,,SABE,JES3881,A320
MP02,01/01/2024 16:32:23,76,84.2,70.8,75.1,85.9,31,Departure,17L,LAN486,LAN,LAN Airlines,SACO,LAN486,A320
MP02,01/01/2024 18:45:00,72.7,82.6,67.1,73,84.6,28.4,Departure,17R,GTI8028,GTI,Atlas Air,KMIA,GTI8028,B744
MP02,01/01/2024 19:58:10,79.4,88.2,73.5,77.6,89.9,25.8,Departure,17L,LAN065,LAN,LAN Airlines,SCTE,LAN065,A320
MP02,01/01/2024 20:02:17,80.3,88.3,74.3,78.8,89.7,25.7,Departure,17L,LXP350,LXP,,SCFA,LXP350,A321
MP02,01/01/2024 20:07:30,79.2,88,74.5,78.1,89.8,25.4,Departure,17L,LAN156,LAN,LAN Airlines,SCCF,LAN156,A321
MP02,01/01/2024 20:32:39,71,77.4,68.1,65.8,79.1,24.1,Departure,17R,SKU1079,SKU,Sky Airline,SCTE,SKU1079,A20N
MP02,01/01/2024 20:44:21,71,80.2,64.8,72.3,81.1,23.3,Departure,17R,LAN184,LAN,LAN Airlines,SCAR,LAN184,A320
MP02,01/01/2024 21:00:14,66.8,73.8,63.2,64.7,75.8,22.4,Departure,17R,LAN166,LAN,LAN Airlines,SCDA,LAN166,A321
MP02,01/01/2024 21:38:52,65.7,72,61.6,64.2,73.6,20.1,Departure,17R,LAN706,LAN,LAN Airlines,LEMD,LAN706,B789
MP02,01/01/2024 22:23:55,72.2,80.9,66.9,71.2,83.4,18.6,Departure,17L,CCAYR,CCA,Air China,SCAR,CCAYR,C550
MP02,01/01/2024 22:48:01,83.2,93,77.6,83.6,95.8,18.2,Departure,17L,AAL912,AAL,American Airlines,KMIA,AAL912,B772
MP02,01/01/2024 22:55:46,69.4,79.8,65,72.2,81.8,18.2,Departure,17R,UAL846,UAL,United Airlines,KIAH,UAL846,B763
MP02,01/01/2024 23:46:36,76.1,86.9,72,76.9,88.6,17,Departure,17L,DAL146,DAL,Delta Air Lines,KATL,DAL146,A359
MP02,01/01/2024 23:54:59,76.2,85.7,71.9,75.4,87.8,16.9,Departure,17L,LAN500,LAN,LAN Airlines,KMIA,LAN500,B788
MP02,02/01/2024 0:04:40,79.8,89,74.7,78.2,91.2,16.7,Departure,17L,LAN532,LAN,LAN Airlines,KJFK,LAN532,B789
MP02,02/01/2024 0:11:26,75.5,84.6,70.9,74.4,87.3,16.5,Departure,17L,SKU604,SKU,Sky Airline,SBGR,SKU604,A20N
MP02,02/01/2024 0:13:43,79.7,88.9,75.2,78.8,91.3,16.5,Departure,17L,LAN602,LAN,LAN Airlines,KLAX,LAN602,B789
MP02,02/01/2024 0:19:10,78,87.2,72.6,77.3,89.2,16.4,Departure,17L,AAL940,AAL,American Airlines,KDFW,AAL940,B788
MP02,02/01/2024 0:33:04,83.2,92.2,76.6,82.3,95,16.1,Departure,17L,LCO1406,LCO,LAN Cargo,KMIA,LCO1406,B763
MP02,02/01/2024 0:44:30,78.9,87.4,73.5,78,89.9,15.9,Departure,17L,LAN578,LAN,LAN Airlines,SKBO,LAN578,B788
MP02,02/01/2024 0:58:08,79.5,89,74.4,78.3,91,15.5,Departure,17L,IBE6832,IBE,Iberia,LEMD,IBE6832,A359
MP02,02/01/2024 1:20:07,80,89.8,75.5,79,92.1,15,Departure,17L,LAN801,LAN,LAN Airlines,NZAA,LAN801,B789
MP02,02/01/2024 1:23:20,68.7,79.9,65.5,71.4,81.4,15,Departure,17L,SKX5577,SKX,,SAEZ,SKX5577,A20N
MP02,02/01/2024 1:36:40,79.4,88.5,74.1,78.9,90.2,14.8,Departure,17L,AVA240,AVA,Avianca,SKBO,AVA240,A319
MP02,02/01/2024 1:39:05,82.2,91.1,76.4,80.5,93.3,14.7,Departure,17L,CMP276,CMP,Copa Airlines,MPTO,CMP276,B738
MP02,02/01/2024 1:56:52,82.6,91.4,76,81,93.5,14.6,Departure,17L,CMP118,CMP,Copa Airlines,MPTO,CMP118,B738
MP02,02/01/2024 2:08:59,82.7,91,76.2,80.3,92.9,14.4,Departure,17L,TAM8049,TAM,TAM Linhas Aereas,SBGR,TAM8049,A321
MP02,02/01/2024 3:15:25,84.4,93.8,78.5,83.6,96.4,13.3,Departure,17L,IBE2606,IBE,Iberia,LEBL,IBE2606,A332
MP02,02/01/2024 3:44:39,78.6,87.5,73.7,77.5,90.3,13.2,Departure,17L,CMP475,CMP,Copa Airlines,MPTO,CMP475,B39M
MP02,02/01/2024 4:07:11,76.3,85.6,71.6,75.7,88.5,12.9,Departure,17L,SKU320,SKU,Sky Airline,SCDA,SKU320,A21N
MP02,02/01/2024 4:10:10,72.7,83.1,69,73.7,85.5,12.9,Departure,17L,SKU300,SKU,Sky Airline,SCAR,SKU300,A20N
MP02,02/01/2024 4:34:26,71.5,82.4,68.2,72.9,84.9,12.7,Departure,17L,SKU270,SKU,Sky Airline,SCFA,SKU270,A20N
MP02,02/01/2024 4:37:02,80.7,89,74.1,78.9,90.5,12.7,Departure,17L,LXP384,LXP,,SCCF,LXP384,A321
MP02,02/01/2024 4:43:41,78.8,88.8,74.8,78.1,91.1,12.6,Departure,17L,LAN170,LAN,LAN Airlines,SCDA,LAN170,A320
MP02,02/01/2024 4:48:06,71.2,81.9,67,73.2,82.4,12.6,Departure,17L,P4GVI,P4G,,ZZZZ,P4GVI,GLF6
MP02,02/01/2024 4:49:46,81.8,90,76.1,79.6,92.8,12.6,Departure,17L,LAN081,LAN,LAN Airlines,SCCI,LAN081,A320
MP02,02/01/2024 4:51:12,80.1,88.7,74.5,78,91.3,12.6,Departure,17L,LXP340,LXP,,SCFA,LXP340,A320
MP02,02/01/2024 4:57:06,72.9,83.9,69.6,74.1,86.6,12.4,Departure,17L,SKU240,SKU,Sky Airline,SCCF,SKU240,A20N
MP02,02/01/2024 5:01:31,79.6,89.5,73.8,79.8,92.5,12.4,Departure,17L,LCO1304,LCO,LAN Cargo,SKRG,LCO1304,B763
MP02,02/01/2024 5:06:16,78.6,88.2,74.4,77.2,90,12.4,Departure,17L,LAN188,LAN,LAN Airlines,SCAR,LAN188,A320
MP02,02/01/2024 5:11:50,77.6,87.5,73.1,77.6,90.8,12.5,Departure,17L,SKU620,SKU,Sky Airline,SBGL,SKU620,A320
MP02,02/01/2024 5:16:27,78.1,86.7,73,76.2,88.5,12.5,Departure,17L,JAT034,JAT,JAT Airways,SCCF,JAT034,A21N
MP02,02/01/2024 5:21:49,76.6,86.8,72.6,75.9,89.4,12.4,Departure,17L,JAT760,JAT,JAT Airways,SUMU,JAT760,A320
MP02,02/01/2024 5:23:21,81.6,91,76.4,80.4,93.1,12.4,Departure,17L,LAN142,LAN,LAN Airlines,SCCF,LAN142,A320
MP02,02/01/2024 5:25:31,75.3,85.9,70.5,76.7,88.3,12.3,Departure,17L,JAT050,JAT,JAT Airways,SCFA,JAT050,A320
MP02,02/01/2024 5:28:42,78.2,87.6,73.6,77.7,90.1,12.3,Departure,17L,LXP374,LXP,,SCCF,LXP374,A320
MP02,02/01/2024 5:32:46,75.6,84,70.9,74.6,87.1,12.3,Departure,17L,SKU640,SKU,Sky Airline,SUMU,SKU640,A20N
MP02,02/01/2024 5:34:01,77.5,86.1,72.4,75.7,87.4,12.3,Departure,17L,JAT790,JAT,JAT Airways,SKBO,JAT790,A20N
MP02,02/01/2024 5:35:56,72.2,83.3,68.8,73.4,85.8,12.3,Departure,17L,SKU272,SKU,Sky Airline,SCFA,SKU272,A20N
MP02,02/01/2024 5:40:00,86.8,95.1,78.7,87,98.3,12.2,Departure,17L,LCO1602,LCO,LAN Cargo,SEQM,LCO1602,B763
MP02,02/01/2024 5:44:15,82,90.8,75.7,80.7,92.8,12.3,Departure,17L,CMP396,CMP,Copa Airlines,MPTO,CMP396,B738
MP02,02/01/2024 5:55:30,76.1,87.2,71.9,77.4,90.4,12.2,Departure,17L,JAT750,JAT,JAT Airways,SBGL,JAT750,A320
MP02,02/01/2024 5:57:41,76.4,85.2,71.7,74.6,86.8,12.1,Departure,17L,JAT191,JAT,JAT Airways,SCTE,JAT191,A20N
MP02,02/01/2024 5:59:10,79.7,89.3,74.5,78.5,91.7,12.1,Departure,17L,LAN864,LAN,LAN Airlines,SLVR,LAN864,A320
MP02,02/01/2024 6:02:09,72.7,81.9,67.6,73.2,82.4,12.1,Departure,17L,CCAYY,CCA,Air China,SCKP,CCAYY,G280
MP02,02/01/2024 6:04:02,77.7,86.5,72.8,76.3,88,12.1,Departure,17L,JAT870,JAT,JAT Airways,SBFL,JAT870,A21N
MP02,02/01/2024 6:12:46,81.9,90.2,76,79.6,92.5,12.1,Departure,17L,LAN059,LAN,LAN Airlines,SCTE,LAN059,A321
MP02,02/01/2024 7:41:08,66.2,77.1,61.7,70.3,77.5,12.9,Departure,17R,LAN075,LAN,LAN Airlines,SCBA,LAN075,A320
MP02,02/01/2024 8:30:19,75.9,84.7,70.4,75.1,87.8,15.5,Departure,17L,SKU401,SKU,Sky Airline,SCTE,SKU401,A20N
MP02,02/01/2024 8:55:54,66.4,72.4,63.4,62.6,73.2,17.7,Departure,17R,LAN069,LAN,LAN Airlines,SCPQ,LAN069,A320
MP02,02/01/2024 9:09:34,65.3,76.1,63.3,68.4,84.5,19.1,Departure,17R,ARMADA2,ARM,,SCIE,ARMADA2,P3
MP02,02/01/2024 9:24:03,66.8,78.6,63.3,72,82.1,20.8,Departure,17R,DAE1560,DAE,DHL Aero Expreso,KMIA,DAE1560,B763
MP02,02/01/2024 9:55:57,73.8,80.6,68.8,70.6,85.1,20.9,Departure,17L,CCACV,CCA,Air China,SCHA,CCACV,BE20
MP02,02/01/2024 10:13:33,66.2,69.9,64.5,59.1,70,22.3,Departure,17R,ARG1281,ARG,Aerolineas Argentinas,SABE,ARG1281,B738
MP02,02/01/2024 10:24:29,71.5,82.6,68.1,72.9,85.1,22.1,Departure,17L,SKU222,SKU,Sky Airline,SCAT,SKU222,A21N
MP02,02/01/2024 10:26:04,81,90,76.1,79.3,92,22.6,Departure,17L,LAN1151,LAN,LAN Airlines,SCBA,LAN1151,A320
MP02,02/01/2024 10:54:24,66.3,74.9,61.9,67.5,76.2,22.8,Departure,17R,LAN492,LAN,LAN Airlines,SACO,LAN492,A320
MP02,02/01/2024 10:57:37,65.7,76.3,63.7,68.4,78.7,23.2,Departure,17R,LAN041,LAN,LAN Airlines,SCVD,LAN041,A320
MP02,02/01/2024 11:48:01,67.7,78.4,64.5,70.3,80.3,25.1,Departure,17R,GTI8030,GTI,Atlas Air,KMIA,GTI8030,B748
MP02,02/01/2024 11:59:58,67.2,73.1,65.3,62,73.8,25.5,Departure,17R,CCDAZ,CCD,Dalian Airlines,SCPC,CCDAZ,C25C
MP02,02/01/2024 12:56:39,66.7,77.8,63.6,69.8,79.2,26.9,Departure,17R,LXP259,LXP,,SCTE,LXP259,A321
MP02,02/01/2024 13:13:17,77,85.7,72.5,75.5,88.6,27.5,Departure,17L,CMP498,CMP,Copa Airlines,MPTO,CMP498,B39M
MP02,02/01/2024 16:44:43,67.3,76.3,64.4,67.6,82.8,31.6,Departure,17L,CCCFG,CCC,,SCQT,CCCFG,BE20
MP02,02/01/2024 18:59:03,65.1,71.7,62.4,63.3,73.3,29.3,Departure,17R,LPE2466,LPE,LAN Peru,SPJC,LPE2466,B763
MP02,02/01/2024 20:00:27,72.6,85.1,67.5,77.5,85.4,27.1,Departure,17R,LAN162,LAN,LAN Airlines,SCDA,LAN162,A321
MP02,02/01/2024 20:32:23,67,72,65,61,79.3,26.2,Departure,17R,ARMADAC,ARM,,SCVM,ARMADAC,P3
MP02,02/01/2024 20:49:07,75,89.8,71.6,81.7,91.1,25.4,Departure,17R,LAN172,LAN,LAN Airlines,SCDA,LAN172,A320
MP02,02/01/2024 21:31:41,71,75.9,66.6,65.7,77.8,23.9,Departure,17R,LAN471,LAN,LAN Airlines,SAEZ,LAN471,A320
MP02,02/01/2024 21:53:40,68.1,75.5,63.9,67.2,78.4,22.7,Departure,17R,LAE2522,LAE,LAN Cargo Colombia,SKBO,LAE2522,B763
MP02,02/01/2024 22:39:04,76.6,89.5,70.3,82.1,89.7,21.3,Departure,17R,AAL912,AAL,American Airlines,KMIA,AAL912,B772
MP02,02/01/2024 22:59:34,66.7,76.9,62.9,70.3,78.5,20.9,Departure,17R,UAL846,UAL,United Airlines,KIAH,UAL846,B763
MP02,03/01/2024 0:07:32,77,87.7,72.3,78.1,90,19.4,Departure,17L,LAN602,LAN,LAN Airlines,KLAX,LAN602,B789
MP02,03/01/2024 0:13:08,78.4,87.4,72.6,77.6,89.5,19.4,Departure,17L,AAL940,AAL,American Airlines,KDFW,AAL940,B788
MP02,03/01/2024 0:51:45,76.1,85.9,72,75,88.1,18.6,Departure,17L,LAN578,LAN,LAN Airlines,SKBO,LAN578,B788
MP02,03/01/2024 0:59:54,78.1,87.9,73.5,77,90.4,18.3,Departure,17L,LAN801,LAN,LAN Airlines,NZAA,LAN801,B789
MP02,03/01/2024 1:12:57,71.2,82.1,68,72.5,84.3,18,Departure,17L,SKX5577,SKX,,SAEZ,SKX5577,A21N
MP02,03/01/2024 1:32:38,79.3,88.8,74.9,77.3,91.3,17.3,Departure,17L,LAN805,LAN,LAN Airlines,YMML,LAN805,B789
MP02,03/01/2024 1:36:03,82,90.7,76.1,80.5,92.8,17.2,Departure,17L,CMP276,CMP,Copa Airlines,MPTO,CMP276,B738
MP02,03/01/2024 1:43:39,72.6,83.3,69.6,73,85.9,17,Departure,17L,AVA240,AVA,Avianca,SKBO,AVA240,A20N
MP02,03/01/2024 1:53:57,81.5,90.4,75.4,80.9,92.6,16.7,Departure,17L,CMP118,CMP,Copa Airlines,MPTO,CMP118,B738
MP02,03/01/2024 3:10:25,77.4,87.3,72.8,77.1,90.8,15.5,Departure,17L,UPS414,UPS,UPS Airlines,SAEZ,UPS414,B763
MP02,03/01/2024 3:50:58,76.8,86.8,72.7,76,89.9,15,Departure,17L,CMP475,CMP,Copa Airlines,MPTO,CMP475,B39M
MP02,03/01/2024 4:10:37,73.7,83.3,69.6,73.6,85.9,14.8,Departure,17L,SKU240,SKU,Sky Airline,SCCF,SKU240,A20N
MP02,03/01/2024 4:24:37,74,84.5,70.1,73.8,87.2,14.5,Departure,17L,SKU320,SKU,Sky Airline,SCDA,SKU320,A21N
MP02,03/01/2024 4:32:02,75.3,84.4,70.3,74.9,87.4,14.5,Departure,17L,SKU300,SKU,Sky Airline,SCAR,SKU300,A20N
MP02,03/01/2024 4:42:17,80.5,89.5,74.9,79.2,91.1,14.6,Departure,17L,LAN166,LAN,LAN Airlines,SCDA,LAN166,A321
MP02,03/01/2024 4:44:28,83.3,92.3,76.8,81.9,95.5,14.6,Departure,17L,LTG8493,LTG,,SBGR,LTG8493,B763
MP02,03/01/2024 4:47:09,80.1,88.9,74.6,78,92.8,14.6,Departure,17L,LAN150,LAN,LAN Airlines,SCCF,LAN150,A320
MP02,03/01/2024 4:49:34,79,88.6,74.8,77.7,90.8,14.6,Departure,17L,LAN188,LAN,LAN Airlines,SCAR,LAN188,A320
MP02,03/01/2024 4:54:46,75.4,84.8,71,74.8,87.5,14.6,Departure,17L,SKU270,SKU,Sky Airline,SCFA,SKU270,A21N
MP02,03/01/2024 5:09:47,80.9,89.8,75.3,79.7,91.5,14.6,Departure,17L,LXP340,LXP,,SCFA,LXP340,A321
MP02,03/01/2024 5:15:07,80.5,90.1,76,79,92.6,14.6,Departure,17L,LXP311,LXP,,SCTE,LXP311,A320
MP02,03/01/2024 5:21:03,76,84.6,71,74.3,85.9,14.6,Departure,17L,JAT501,JAT,JAT Airways,SCIE,JAT501,A20N
MP02,03/01/2024 5:24:22,77.5,86,72.5,75.7,87.5,14.5,Departure,17L,JAT806,JAT,JAT Airways,SKCL,JAT806,A20N
MP02,03/01/2024 5:33:11,83.1,91.2,77.2,80.6,94.3,14.6,Departure,17L,LXP267,LXP,,SCTE,LXP267,A321
MP02,03/01/2024 5:36:52,82.7,91.3,76.5,81.1,93.4,14.6,Departure,17L,CMP396,CMP,Copa Airlines,MPTO,CMP396,B738
MP02,03/01/2024 5:41:17,77.8,86.2,72.8,75.8,87.6,14.6,Departure,17L,JAT790,JAT,JAT Airways,SKBO,JAT790,A20N
MP02,03/01/2024 5:43:06,77.2,87.1,72.2,77.3,89.5,14.6,Departure,17L,SKU620,SKU,Sky Airline,SBGL,SKU620,A320
MP02,03/01/2024 5:46:54,78.7,86.9,73.4,76.3,88.3,14.6,Departure,17L,JAT750,JAT,JAT Airways,SBGL,JAT750,A21N
MP02,03/01/2024 5:51:19,76.5,87.3,72.4,76.8,89.6,14.6,Departure,17L,LPE2370,LPE,LAN Peru,SPJC,LPE2370,A319
MP02,03/01/2024 5:53:38,77.9,87.5,71.8,78.4,89.5,14.6,Departure,17L,LAN130,LAN,LAN Airlines,SCFA,LAN130,A320
MP02,03/01/2024 6:13:51,79,88.5,74.4,77.3,90.4,14.6,Departure,17L,LXP372,LXP,,SCCF,LXP372,A321
MP02,03/01/2024 7:37:30,73.3,82.3,69.5,72.1,82.8,15.7,Departure,17L,EJERCIT,EJE,,SCBA,EJERCIT,C680
MP02,03/01/2024 8:23:45,79,88.4,73.9,78.1,91.3,18,Departure,17L,LAN045,LAN,LAN Airlines,SCVD,LAN045,A320
MP02,03/01/2024 8:26:08,81.1,89.6,75.5,79.3,92.1,18.1,Departure,17L,LXP255,LXP,,SCTE,LXP255,A320
MP02,03/01/2024 8:28:19,81.9,90.2,75.8,79.9,93.1,18.2,Departure,17L,LAN083,LAN,LAN Airlines,SCCI,LAN083,A320
MP02,03/01/2024 9:03:39,65.6,77.6,62.9,70.7,79.2,21.5,Departure,17R,DAE1560,DAE,DHL Aero Expreso,KMIA,DAE1560,B763
MP02,03/01/2024 9:47:44,79.1,83.3,72.5,71.1,87.8,22.2,Departure,17L,CCPZB,CCP,,SCSE,CCPZB,PAY2
MP02,03/01/2024 10:14:32,69.5,77.9,63.4,68,79,22.8,Departure,17R,N179AL,N17,,SCQT,N179AL,PC12
MP02,03/01/2024 11:00:25,73.8,82.2,69.5,72.1,86.4,25.6,Departure,17L,CCAYR,CCA,Air China,SCCY,CCAYR,C550
MP02,03/01/2024 11:37:49,65.6,73.4,61.6,66,73.9,26.4,Departure,17R,LAN1256,LAN,LAN Airlines,SCDA,LAN1256,A321
MP02,03/01/2024 14:11:07,65.6,73.3,61.4,65.2,75.1,29.4,Departure,17R,LAN640,LAN,LAN Airlines,SPJC,LAN640,A320
MP02,03/01/2024 15:59:23,65.7,76.1,62.9,69,77.8,31,Departure,17R,ETH3652,ETH,Ethiopian Airlines,ZZZZ,ETH3652,B77L
MP02,03/01/2024 16:01:51,72.3,79.7,67.9,69.5,86,31,Departure,17L,CCPZB,CCP,,SCSE,CCPZB,PAY2
MP02,03/01/2024 16:47:13,65.4,74.3,62.5,66.7,75.4,31.5,Departure,17R,ARG1287,ARG,Aerolineas Argentinas,SABE,ARG1287,E190
MP02,03/01/2024 19:34:46,74.3,84.5,67.2,77.2,85.2,28.4,Departure,17R,SKU304,SKU,Sky Airline,SCAR,SKU304,A20N
MP02,03/01/2024 19:54:07,74.5,84.4,70.3,75.1,85.6,27.3,Departure,17R,SKU1079,SKU,Sky Airline,SCTE,SKU1079,A20N
MP02,03/01/2024 22:49:23,66.4,69.2,63.8,58.7,70.5,18.6,Departure,17R,LNE1446,LNE,LAN Ecuador,SEGU,LNE1446,A319
MP02,03/01/2024 23:04:32,66.1,76.6,62.5,69.8,78.4,18.5,Departure,17R,UAL846,UAL,United Airlines,KIAH,UAL846,B763
MP02,03/01/2024 23:30:38,66.4,76.6,62.7,69.8,77.3,18.2,Departure,17R,IBE2606,IBE,Iberia,LEBL,IBE2606,A332
MP02,04/01/2024 0:01:38,73.2,83.2,69,73.9,85.9,17.4,Departure,17L,SKU604,SKU,Sky Airline,SBGR,SKU604,A20N
MP02,04/01/2024 0:15:37,79.4,88.4,74,78.7,90.4,17,Departure,17L,AAL940,AAL,American Airlines,KDFW,AAL940,B789
MP02,04/01/2024 0:19:42,77.4,87.9,73.6,77.5,90,16.8,Departure,17L,DAL146,DAL,Delta Air Lines,KATL,DAL146,A359
MP02,04/01/2024 0:31:59,71.7,82.7,67.9,73.6,84.2,16.6,Departure,17L,CCAYR,CCA,Air China,SCIE,CCAYR,C550
MP02,04/01/2024 0:36:49,73.8,83.3,69.5,73.5,84.4,16.5,Departure,17L,JAT507,JAT,JAT Airways,SCIE,JAT507,A20N
MP02,04/01/2024 0:58:02,76.4,86.4,72.3,75.5,88.9,16,Departure,17L,LAN578,LAN,LAN Airlines,SKBO,LAN578,B788
MP02,04/01/2024 1:03:05,89.9,98.2,82.9,87.2,100.2,15.9,Departure,17L,GTI034,GTI,Atlas Air,KMIA,GTI034,B748
MP02,04/01/2024 1:05:50,79.6,89.1,75,78.6,91.8,15.9,Departure,17L,LAN801,LAN,LAN Airlines,NZAA,LAN801,B789
MP02,04/01/2024 1:33:39,81.8,90.8,75.4,80.8,93,15.7,Departure,17L,CMP276,CMP,Copa Airlines,MPTO,CMP276,B738
MP02,04/01/2024 1:47:22,82,90.7,75.8,80.3,93.5,15.5,Departure,17L,LAN083,LAN,LAN Airlines,SCCI,LAN083,A321
MP02,04/01/2024 1:49:17,78.4,88.1,73.1,78.1,89.9,15.5,Departure,17L,AVA240,AVA,Avianca,SKBO,AVA240,A319
MP02,04/01/2024 1:53:03,82,90.9,75.6,80.6,93.3,15.4,Departure,17L,CMP118,CMP,Copa Airlines,MPTO,CMP118,B738
MP02,04/01/2024 3:30:35,74.3,84.1,70,74.2,87,14.2,Departure,17L,SKU700,SKU,Sky Airline,SKBO,SKU700,A20N
MP02,04/01/2024 3:48:25,79.7,88.1,74.4,77.3,91.1,14.2,Departure,17L,CMP475,CMP,Copa Airlines,MPTO,CMP475,B39M
MP02,04/01/2024 4:33:44,68.1,76.9,65.8,67,82.5,14.2,Departure,17L,CCAFS,CCA,Air China,SCTE,CCAFS,BE9L
MP02,04/01/2024 4:39:19,80,89.5,75,78.7,92.1,14.2,Departure,17L,LAN134,LAN,LAN Airlines,SCFA,LAN134,A320
