Noise Events,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,destinos? El que hace mas ruido es el que va a antofa,se requieren los datos de ruido de los puntos de medicion del los aeropuertos del año 2024,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Jardines del Sur,,,,,,,,,,,,,,,
"terminales (mp2, hay 3 estaciones), la dos es la mas importantes",dia y la hora en la que se registró el evento,nivel maximo de decibeles,,,,,"cuando el viento es mucho , el sensor se bloquea, cuando hay mas viento que 8 metros por segundo.",,,,,,,relacion entre el radar y la aeronave,tipo de aeronave
NMT,TLASmax,LASmax,SEL,Leq,LAZ,EPNL,Temperature [°C],A/D,Runway,Flight,Airline,Airline (Name),From/To,Callsign,Aircraft Type
,,,,,,,,,,,,,,,
MP02,07/01/2024 13:36:12,66.4,75.5,62.8,68.1,78.1,27.3,Departure,17R,BAW250,BAW,British Airways,EGLL,BAW250,B789
MP02,07/01/2024 13:38:09,66.5,75.3,63,68.1,77.5,27.3,Departure,17R,KLM702,KLM,KLM Royal Dutch Airlines,SAEZ,KLM702,B77W
MP02,07/01/2024 15:20:00,76,84.1,70.7,74.5,86.5,29.7,Departure,17L,SKU541,SKU,Sky Airline,SAZS,SKU541,A20N
MP02,07/01/2024 16:17:55,75,80.6,68.6,69.1,86.4,30.2,Departure,17L,CCPZB,CCP,,SCSE,CCPZB,PAY2
MP02,07/01/2024 16:32:41,70.7,75,66.9,63.9,75.3,30.2,Departure,17R,JAT056,JAT,JAT Airways,SCFA,JAT056,A21N
MP02,07/01/2024 16:54:33,72.3,82.3,65.5,74.3,85.2,30.3,Departure,17R,MPH7762,MPH,Martinair,SEQM,MPH7762,B744
MP02,07/01/2024 17:24:35,65.9,76.5,62.6,69.7,77.4,30.6,Departure,17R,GTI8030,GTI,Atlas Air,KMIA,GTI8030,B748
MP02,07/01/2024 19:59:05,79.7,88.3,73.5,77.7,89.6,25.6,Departure,17L,LAN087,LAN,LAN Airlines,SCCI,LAN087,A321
MP02,07/01/2024 20:39:08,68.6,76.5,66.1,65.9,76.4,23.8,Departure,17R,LAN166,LAN,LAN Airlines,SCDA,LAN166,A320
MP02,07/01/2024 21:39:14,66.4,74.3,64.1,65.1,79.4,22.4,Departure,17L,CCPZB,CCP,,SCSE,CCPZB,PAY2
MP02,07/01/2024 22:39:57,65.1,77.1,61.7,70.7,78.8,20.9,Departure,17R,AAL912,AAL,American Airlines,KMIA,AAL912,B772
MP02,08/01/2024 0:03:54,71.9,82.8,68.5,72.9,85.1,19.6,Departure,17L,SKU604,SKU,Sky Airline,SBGR,SKU604,A20N
MP02,08/01/2024 0:19:18,77,86.7,71.6,76.8,88.3,19.2,Departure,17L,AAL940,AAL,American Airlines,KDFW,AAL940,B788
MP02,08/01/2024 0:38:20,77.5,87,71.7,78.3,89.8,18.8,Departure,17L,UPS416,UPS,UPS Airlines,SAEZ,UPS416,B763
MP02,08/01/2024 0:45:04,73.1,83.7,69.3,73.9,86,18.8,Departure,17L,ARG1283,ARG,Aerolineas Argentinas,SABE,ARG1283,B38M
MP02,08/01/2024 1:00:23,75.4,85.5,71.8,74.7,87.2,18.5,Departure,17L,LAN578,LAN,LAN Airlines,SKBO,LAN578,B788
MP02,08/01/2024 1:11:13,77,87.2,73.1,77.1,89.1,18.3,Departure,17L,LAN500,LAN,LAN Airlines,KMIA,LAN500,B789
MP02,08/01/2024 1:19:05,82.8,92,77.2,81.9,93.8,18.1,Departure,17L,LAN801,LAN,LAN Airlines,NZAA,LAN801,B789
MP02,08/01/2024 1:23:09,80.7,89.1,75.4,78.4,91.2,18.1,Departure,17L,LAN805,LAN,LAN Airlines,YMML,LAN805,B789
MP02,08/01/2024 1:36:02,82,91.3,78,79.7,93.3,17.8,Departure,17L,LXP297,LXP,,SCCI,LXP297,A320
MP02,08/01/2024 1:54:09,76.1,86.8,71.2,77.7,88.8,17.4,Departure,17L,QTR8147,QTR,Qatar Airways,SKBO,QTR8147,B77L
MP02,08/01/2024 1:56:48,82.2,91.2,76.1,80.6,92.7,17.3,Departure,17L,TAM8049,TAM,TAM Linhas Aereas,SBGR,TAM8049,A321
MP02,08/01/2024 2:19:18,81.3,90.5,74.6,80.3,92.9,16.9,Departure,17L,CMP276,CMP,Copa Airlines,MPTO,CMP276,B738
MP02,08/01/2024 2:33:26,79.4,89.9,73.8,80.6,92.3,16.6,Departure,17L,CMP118,CMP,Copa Airlines,MPTO,CMP118,B738
MP02,08/01/2024 2:52:07,83.9,93.1,77.8,82.9,95.8,16.2,Departure,17L,UAL846,UAL,United Airlines,KIAH,UAL846,B763
MP02,08/01/2024 2:58:49,71.6,81.9,67.2,73.2,84.1,16.1,Departure,17L,SKU700,SKU,Sky Airline,SKBO,SKU700,A20N
MP02,08/01/2024 3:44:39,82.7,92.7,76.8,83,94.8,15.2,Departure,17L,TPA4098,TPA,TAMPA Cargo,KMIA,TPA4098,A332
MP02,08/01/2024 3:55:28,78.1,86.9,72.9,76.8,89.5,15.1,Departure,17L,CMP475,CMP,Copa Airlines,MPTO,CMP475,B39M
MP02,08/01/2024 4:26:10,80.6,91,76.2,80.3,93.6,14.6,Departure,17L,KAL274,KAL,Korean Air,SPJC,KAL274,B77L
MP02,08/01/2024 4:29:49,75.1,84.9,70.6,75.4,87.7,14.8,Departure,17L,SKU320,SKU,Sky Airline,SCDA,SKU320,A21N
MP02,08/01/2024 4:36:41,81.2,90.1,75.4,79.5,92,15,Departure,17L,LAN124,LAN,LAN Airlines,SCFA,LAN124,A321
MP02,08/01/2024 4:39:46,79.5,89,74.9,78.7,90.5,15,Departure,17L,LAN180,LAN,LAN Airlines,SCAR,LAN180,A320
MP02,08/01/2024 4:42:19,91.7,99.8,83.7,89.4,102.9,14.9,Departure,17L,GTI034,GTI,Atlas Air,KMIA,GTI034,B744
MP02,08/01/2024 4:44:57,73.1,83,68.9,73.4,85.3,14.9,Departure,17L,SKU300,SKU,Sky Airline,SCAR,SKU300,A20N
MP02,08/01/2024 4:47:09,79.6,88.1,74,78.4,89.7,14.8,Departure,17L,LAN172,LAN,LAN Airlines,SCDA,LAN172,A320
MP02,08/01/2024 4:48:52,81.4,90.3,76.2,79.6,92.7,14.8,Departure,17L,LAN059,LAN,LAN Airlines,SCTE,LAN059,A321
MP02,08/01/2024 4:50:39,77,87.2,73.3,76.6,90.6,14.8,Departure,17L,DWI188,DWI,,MDSD,DWI188,B38M
MP02,08/01/2024 4:52:13,81.7,90.7,76.3,80.3,93.1,14.9,Departure,17L,LAN093,LAN,LAN Airlines,SCCI,LAN093,A320
MP02,08/01/2024 4:57:10,80.4,89.1,74.8,78.9,90.5,14.8,Departure,17L,LAN154,LAN,LAN Airlines,SCCF,LAN154,A321
MP02,08/01/2024 4:59:19,74.8,83.3,68.5,75.1,85.4,14.8,Departure,17L,SKU240,SKU,Sky Airline,SCCF,SKU240,A20N
MP02,08/01/2024 5:11:00,76,84.7,71.3,74.2,86,14.8,Departure,17L,JAT760,JAT,JAT Airways,SUMU,JAT760,A21N
MP02,08/01/2024 5:28:02,74,83,69.8,72.4,84.3,14.8,Departure,17L,JAT501,JAT,JAT Airways,SCIE,JAT501,A20N
MP02,08/01/2024 5:35:06,75.3,86.3,71,76.2,89.1,14.7,Departure,17L,SKU620,SKU,Sky Airline,SBGL,SKU620,A320
MP02,08/01/2024 5:41:06,78.5,87.9,74,76.8,89.8,14.8,Departure,17L,LAN148,LAN,LAN Airlines,SCCF,LAN148,A320
MP02,08/01/2024 5:45:59,74.3,84,69.2,74.6,85.2,14.9,Departure,17L,JAT750,JAT,JAT Airways,SBGL,JAT750,A20N
MP02,08/01/2024 5:54:32,73.9,84.9,70.1,74.9,87.6,14.9,Departure,17L,SKU270,SKU,Sky Airline,SCFA,SKU270,A21N
MP02,08/01/2024 6:02:16,72.2,81.9,67.6,72.9,82.5,14.9,Departure,17L,CCAYY,CCA,Air China,SCKP,CCAYY,G280
MP02,08/01/2024 6:04:47,79.2,87.5,72.3,76.8,88.9,14.9,Departure,17L,JAT870,JAT,JAT Airways,SBFL,JAT870,A21N
MP02,08/01/2024 6:16:05,75.9,86,71.4,75.3,87.6,15,Departure,17L,LAN003,LAN,LAN Airlines,SCIE,LAN003,A320
MP02,08/01/2024 6:45:22,75.6,86.2,71.4,75.9,88.3,15.1,Departure,17L,LXP201,LXP,,SCIE,LXP201,A320
MP02,08/01/2024 7:57:43,67.6,80.1,65,72,80.8,16.7,Departure,17R,GTI8028,GTI,Atlas Air,KMIA,GTI8028,B748
MP02,08/01/2024 8:05:48,80.6,89.6,75.1,78.6,90.8,17,Departure,17L,LAN114,LAN,LAN Airlines,SCAT,LAN114,A321
MP02,08/01/2024 8:09:03,75.3,86.5,71.1,76.7,89.7,17.1,Departure,17L,JAT631,JAT,JAT Airways,SCQP,JAT631,A320
MP02,08/01/2024 8:21:59,65.7,74.7,62.4,67.7,75.8,17.7,Departure,17R,LXP311,LXP,,SCTE,LXP311,A320
MP02,08/01/2024 8:25:19,65.7,76.9,62.8,70,77.7,17.8,Departure,17R,LAN027,LAN,LAN Airlines,SCQP,LAN027,A320
MP02,08/01/2024 8:30:18,75.4,85.1,71,75.1,87.9,17.9,Departure,17L,SKU401,SKU,Sky Airline,SCTE,SKU401,A20N
MP02,08/01/2024 8:35:53,65.4,72,63,62.7,73,18.2,Departure,17R,LAN404,LAN,LAN Airlines,SUMU,LAN404,A320
MP02,08/01/2024 8:52:34,80.8,89.6,76.1,78.4,93.6,20.1,Departure,17L,LXP372,LXP,,SCCF,LXP372,A320
MP02,08/01/2024 9:06:22,67.2,78,63.1,71.4,79.7,20.1,Departure,17R,DAE1560,DAE,DHL Aero Expreso,KMIA,DAE1560,B763
MP02,08/01/2024 11:11:39,66.7,76.1,65.5,65.9,82.7,24.6,Departure,17L,CCCPR,CCC,,SCCF,CCCPR,PAY2
MP02,08/01/2024 11:14:25,65.8,76,61,70.1,80.2,24.6,Departure,17L,FENIX,AF,,SCEL,FENIX,UH1H
MP02,08/01/2024 11:23:48,67.8,81.6,63.7,75.8,85,24.8,Departure,17R,LAN079,LAN,LAN Airlines,SCTE,LAN079,A320
MP02,08/01/2024 13:06:42,74.5,79,71.6,65.9,77.9,27.6,Departure,17L,N991DK,N99,,SCDK,N991DK,PC12
MP02,08/01/2024 18:50:44,67,73.4,64.6,63.3,75.7,27.8,Departure,17R,LVBSO,LVB,IRS Airlines,SADF,LVBSO,LJ31
MP02,08/01/2024 19:16:23,67.8,72.3,63.8,62.9,72,27.2,Departure,17R,LAN104,LAN,LAN Airlines,SCSE,LAN104,A321
MP02,08/01/2024 20:19:40,67.7,72.3,65.3,61.5,71.6,25.6,Departure,17R,LAN065,LAN,LAN Airlines,SCTE,LAN065,A320
MP02,08/01/2024 20:42:11,76.7,89.5,71.7,81.4,92,24.3,Departure,17R,LAN1248,LAN,LAN Airlines,SCCF,LAN1248,A320
MP02,08/01/2024 21:18:51,69,75.2,63.7,65.9,76.4,22.7,Departure,17R,JAT197,JAT,JAT Airways,SCTE,JAT197,A20N
MP02,08/01/2024 21:34:06,72.1,83,64.9,74.7,83.7,22.1,Departure,17R,LAN471,LAN,LAN Airlines,SAEZ,LAN471,A320
MP02,08/01/2024 23:18:16,84.8,93.3,77.9,83,95.3,19.9,Departure,17L,UAL846,UAL,United Airlines,KIAH,UAL846,B763
MP02,08/01/2024 23:55:32,74.3,83.4,70.1,73.2,85.1,19.2,Departure,17L,SKU604,SKU,Sky Airline,SBGR,SKU604,A20N
MP02,09/01/2024 0:11:31,77.2,87.1,73.3,76.3,88.6,18.8,Departure,17L,LAN532,LAN,LAN Airlines,KJFK,LAN532,B789
MP02,09/01/2024 0:21:23,77,87.3,72.4,76.8,88.4,18.8,Departure,17L,DAL146,DAL,Delta Air Lines,KATL,DAL146,A359
MP02,09/01/2024 0:34:11,78.4,87.1,72.8,77,88.2,18.5,Departure,17L,AAL940,AAL,American Airlines,KDFW,AAL940,B788
MP02,09/01/2024 0:39:46,79.6,88.5,74.4,77.9,90,18.5,Departure,17L,LAN602,LAN,LAN Airlines,KLAX,LAN602,B789
MP02,09/01/2024 0:42:07,77.1,86.4,72.2,76.8,87.8,18.4,Departure,17L,ARG1283,ARG,Aerolineas Argentinas,SAEZ,ARG1283,B738
MP02,09/01/2024 0:44:42,77.4,86.9,73.3,76.4,88.5,18.4,Departure,17L,LAN500,LAN,LAN Airlines,KMIA,LAN500,B788
MP02,09/01/2024 1:10:16,76.2,85.7,71.9,75,87,18.1,Departure,17L,LAN578,LAN,LAN Airlines,SKBO,LAN578,B788
MP02,09/01/2024 1:15:10,78.4,88,73.9,77.7,89.3,18.1,Departure,17L,IBE6832,IBE,Iberia,LEMD,IBE6832,A359
MP02,09/01/2024 1:21:58,88.8,96.7,81.4,87.6,99.3,18,Departure,17L,LCO1602,LCO,LAN Cargo,KMIA,LCO1602,B763
MP02,09/01/2024 1:30:46,83.2,93.4,78.4,82.7,94.7,17.9,Departure,17L,IBE2606,IBE,Iberia,LEBL,IBE2606,A332
MP02,09/01/2024 1:34:33,80.9,89.5,75.8,79.1,90.8,17.8,Departure,17L,LAN801,LAN,LAN Airlines,NZAA,LAN801,B789
MP02,09/01/2024 1:38:33,78.2,87.5,72.7,77.3,88.5,17.7,Departure,17L,AVA240,AVA,Avianca,SKBO,AVA240,A320
MP02,09/01/2024 1:41:03,69.4,80,65.9,71.1,81,17.6,Departure,17L,SKX5577,SKX,,SAEZ,SKX5577,A20N
MP02,09/01/2024 1:52:44,84.4,92.9,78.7,81.8,94,17.5,Departure,17L,TAM8049,TAM,TAM Linhas Aereas,SBGR,TAM8049,A321
MP02,09/01/2024 2:18:14,82.2,90.7,75.6,80.3,92.3,16.8,Departure,17L,CMP276,CMP,Copa Airlines,MPTO,CMP276,B738
MP02,09/01/2024 2:37:20,81,89.8,74.4,79.9,91.5,16.3,Departure,17L,CMP118,CMP,Copa Airlines,MPTO,CMP118,B738
MP02,09/01/2024 4:10:04,74.6,84.1,69.6,74.8,86.1,14.7,Departure,17L,SKU320,SKU,Sky Airline,SCDA,SKU320,A21N
MP02,09/01/2024 4:30:58,72.2,82.8,68.7,73.1,84.9,14.6,Departure,17L,SKU300,SKU,Sky Airline,SCAR,SKU300,A20N
MP02,09/01/2024 4:34:26,80.9,89.9,74.5,79.9,91.6,14.6,Departure,17L,CMP475,CMP,Copa Airlines,MPTO,CMP475,B738
MP02,09/01/2024 4:38:26,71.9,82.3,68.2,72.8,84.2,14.6,Departure,17L,SKU270,SKU,Sky Airline,SCFA,SKU270,A20N
MP02,09/01/2024 4:40:33,80.5,89.2,75.1,79.1,90.5,14.6,Departure,17L,LXP340,LXP,,SCFA,LXP340,A320
MP02,09/01/2024 4:42:44,78.7,88.2,73.7,77.8,89.3,14.5,Departure,17L,LAN170,LAN,LAN Airlines,SCDA,LAN170,A320
MP02,09/01/2024 4:46:17,80.5,89,74.3,78.4,89.9,14.4,Departure,17L,LAN188,LAN,LAN Airlines,SCAR,LAN188,A321
MP02,09/01/2024 4:47:51,82.2,90.2,76,79.8,91.2,14.4,Departure,17L,LAN081,LAN,LAN Airlines,SCCI,LAN081,A321
MP02,09/01/2024 4:49:34,78.9,88.1,73.6,77.8,89.4,14.2,Departure,17L,LXP374,LXP,,SCCF,LXP374,A320
MP02,09/01/2024 4:55:22,72,82.6,68.5,72.8,84.4,14.1,Departure,17L,SKU240,SKU,Sky Airline,SCCF,SKU240,A20N
MP02,09/01/2024 4:57:16,80.6,89.5,74.6,79,91.2,14.1,Departure,17L,LAN057,LAN,LAN Airlines,SCTE,LAN057,A320
MP02,09/01/2024 5:14:42,74.5,85.2,70.2,75.8,87,13.8,Departure,17L,JAT010,JAT,JAT Airways,SCDA,JAT010,A320
MP02,09/01/2024 5:16:56,76.6,85.4,71.6,75.1,86.1,13.8,Departure,17L,JAT034,JAT,JAT Airways,SCCF,JAT034,A21N
MP02,09/01/2024 5:18:19,71.9,83.5,67.9,74.8,84.5,13.7,Departure,17L,JAT760,JAT,JAT Airways,SUMU,JAT760,A320
MP02,09/01/2024 5:28:08,72.8,82.1,68.1,72.7,83.6,13.7,Departure,17L,SKU640,SKU,Sky Airline,SUMU,SKU640,A20N
MP02,09/01/2024 5:29:34,79.8,88.6,73.8,78.9,89.2,13.7,Departure,17L,LAN142,LAN,LAN Airlines,SCCF,LAN142,A321
MP02,09/01/2024 5:33:13,76.4,85.4,72,75.1,86,13.6,Departure,17L,JAT790,JAT,JAT Airways,SKBO,JAT790,A20N
MP02,09/01/2024 5:34:14,75.1,84.7,71.2,73.9,85.5,13.6,Departure,17L,JAT191,JAT,JAT Airways,SCTE,JAT191,A20N
MP02,09/01/2024 5:40:41,71.5,82.2,67.3,73,84.1,13.6,Departure,17L,SKU272,SKU,Sky Airline,SCFA,SKU272,A20N
MP02,09/01/2024 5:48:16,77,87.6,72.7,77.2,88.8,13.6,Departure,17L,LPE2370,LPE,LAN Peru,SPJC,LPE2370,A319
MP02,09/01/2024 5:52:25,77.3,86.9,72.3,77,88,13.5,Departure,17L,LXP384,LXP,,SCCF,LXP384,A320
MP02,09/01/2024 5:54:47,70.8,81.9,67.5,72.3,83.7,13.5,Departure,17L,SKU242,SKU,Sky Airline,SCCF,SKU242,A20N
MP02,09/01/2024 5:56:16,79.5,88.2,73.8,77.9,89.8,13.5,Departure,17L,LXP251,LXP,,SCNT,LXP251,A320
MP02,09/01/2024 5:58:30,74.8,83.3,70.1,73.3,84,13.5,Departure,17L,JAT731,JAT,JAT Airways,SABE,JAT731,A20N
MP02,09/01/2024 5:59:53,78.6,88.2,73.7,77.3,89.7,13.5,Departure,17L,LAN864,LAN,LAN Airlines,SLVR,LAN864,A320
MP02,09/01/2024 6:38:49,80.8,90.2,75,80.3,91.8,13.3,Departure,17L,CMP396,CMP,Copa Airlines,MPTO,CMP396,B738
MP02,09/01/2024 7:37:50,65,78.3,63.1,71.9,79.5,14.3,Departure,17R,ETH3652,ETH,Ethiopian Airlines,DNMM,ETH3652,B77L
MP02,09/01/2024 7:41:55,72.2,81.2,68.4,70.9,81.1,14.5,Departure,17L,EJERCIT,EJE,,SCDA,EJERCIT,C680
MP02,09/01/2024 8:06:10,74.8,84.9,70.8,74.8,87.7,15.7,Departure,17L,SKU095,SKU,Sky Airline,SCNT,SKU095,A20N
MP02,09/01/2024 9:16:26,71.4,78,66.1,69.1,81.7,20.6,Departure,17L,CCAFS,CCA,Air China,SCBE,CCAFS,BE20
MP02,09/01/2024 9:33:15,68.2,78.5,63.6,71.9,79.8,21.4,Departure,17R,DAE1560,DAE,DHL Aero Expreso,KMIA,DAE1560,B763
MP02,09/01/2024 9:44:41,74.5,82.8,69.2,72.8,83,22.2,Departure,17L,FACH2,FAC,,SCAR,FACH2,GLF4
MP02,09/01/2024 9:49:28,65.2,74.8,62,68.3,77.1,21.6,Departure,17R,ACA93,ACA,Air Canada,CYYZ,ACA93,B789
MP02,09/01/2024 10:04:24,68.9,77.2,65.6,67.7,79.1,21.8,Departure,17L,CCAAI,CCA,Air China,SCEL,CCAAI,D228
MP02,09/01/2024 12:40:41,67.3,77.2,62.9,70.9,79.2,26.5,Departure,17R,AFR401,AFR,Air France,LFPG,AFR401,B772
MP02,09/01/2024 12:57:23,67.9,76.6,63.5,68.4,78.8,26.9,Departure,17R,CMP498,CMP,Copa Airlines,MPTO,CMP498,B738
MP02,09/01/2024 13:40:21,68.7,76.8,64.6,68.4,77.3,27.9,Departure,17R,LXP259,LXP,,SCTE,LXP259,A320
MP02,09/01/2024 16:11:21,74.9,84.5,70.1,74.7,86.3,30.4,Departure,17L,JES3885,JES,,SAEZ,JES3885,A320
MP02,09/01/2024 16:15:04,77.1,85.2,72.4,74.8,86.2,30.2,Departure,17L,JAT616,JAT,JAT Airways,SCSE,JAT616,A21N
MP02,09/01/2024 16:18:02,69.3,77.7,65.5,68.6,83.3,30.4,Departure,17L,N560NG,N56,,SCCM,N560NG,PC12
MP02,09/01/2024 16:44:48,78.2,86.8,72.5,76.4,87.5,30,Departure,17L,LAN1256,LAN,LAN Airlines,SCCF,LAN1256,A321
MP02,09/01/2024 17:16:17,66.9,71.9,63.8,62.2,74.2,29.5,Departure,17R,LCO1100,LCO,LAN Cargo,KMIA,LCO1100,B763
MP02,09/01/2024 17:27:52,67.3,76.6,61.9,70,79.8,28.6,Departure,17R,LTG8491,LTG,,SBKP,LTG8491,B763
MP02,09/01/2024 17:30:00,75.3,82.9,70.3,72.2,88.7,28.6,Departure,17L,CCCYT,CCC,,SCIR,CCCYT,PAY2
MP02,09/01/2024 18:58:28,66.7,74.1,61.8,65,76.3,26.6,Departure,17R,LXP380,LXP,,SCCF,LXP380,A320
MP02,09/01/2024 20:06:05,78.7,88.2,73.7,77.7,90,25.4,Departure,17L,LAN017,LAN,LAN Airlines,SCIE,LAN017,A320
MP02,09/01/2024 20:40:26,78.6,87.8,74.1,77.8,88.6,24.4,Departure,17L,LAN162,LAN,LAN Airlines,SCDA,LAN162,A321
MP02,09/01/2024 21:33:36,73.5,85.8,69.3,77.5,87.7,21.5,Departure,17R,LAN471,LAN,LAN Airlines,SAEZ,LAN471,A320
MP02,09/01/2024 22:59:42,74.1,84.8,69.4,76.4,86.6,19.6,Departure,17R,LXP295,LXP,,SCCI,LXP295,A321
MP02,09/01/2024 23:04:43,67.9,80.1,64.6,72.6,81.5,19.5,Departure,17R,UAL846,UAL,United Airlines,KIAH,UAL846,B763
MP02,09/01/2024 23:59:06,80.7,90.2,75,79.7,91.8,18.3,Departure,17L,DAL146,DAL,Delta Air Lines,KATL,DAL146,A359
MP02,10/01/2024 0:03:00,79.1,87.9,73.4,77.4,89.3,18.3,Departure,17L,AAL940,AAL,American Airlines,KDFW,AAL940,B788
MP02,10/01/2024 0:12:20,79.3,88.8,74.7,77.8,91,18.1,Departure,17L,LAN500,LAN,LAN Airlines,KMIA,LAN500,B789
MP02,10/01/2024 0:21:42,74.6,84,70.1,73.8,86.4,18,Departure,17L,SKU604,SKU,Sky Airline,SBGR,SKU604,A20N
MP02,10/01/2024 0:24:30,78.5,87.9,74,77.1,89.6,17.9,Departure,17L,LAN602,LAN,LAN Airlines,KLAX,LAN602,B789
MP02,10/01/2024 0:48:32,88.3,96.8,81.1,86.6,97.8,17.5,Departure,17L,GTI8236,GTI,Atlas Air,KMIA,GTI8236,B748
MP02,10/01/2024 1:06:39,77.1,86.5,72.5,75.8,88.7,17.2,Departure,17L,LAN578,LAN,LAN Airlines,SKBO,LAN578,B788
MP02,10/01/2024 1:19:36,80.4,89.5,75.8,78.8,91.8,17.1,Departure,17L,LAN801,LAN,LAN Airlines,NZAA,LAN801,B789
MP02,10/01/2024 1:24:15,78.6,88.2,74,78.2,90.3,17,Departure,17L,LAN805,LAN,LAN Airlines,YMML,LAN805,B789
MP02,10/01/2024 1:41:59,80.6,89.9,74.7,80.1,91.8,16.6,Departure,17L,CMP276,CMP,Copa Airlines,MPTO,CMP276,B738
MP02,10/01/2024 1:55:09,73,82.4,68.4,73.2,84.2,16.3,Departure,17L,SKX5577,SKX,,SAEZ,SKX5577,A21N
MP02,10/01/2024 2:01:09,73.8,84,69.7,73.7,86.3,16,Departure,17L,AVA240,AVA,Avianca,SKBO,AVA240,A20N
MP02,10/01/2024 2:25:48,82.7,92,76.8,81.8,94.8,15.6,Departure,17L,LCO1608,LCO,LAN Cargo,KMIA,LCO1608,B763
MP02,10/01/2024 3:10:04,78.3,88.5,73.6,78.6,91.9,15.2,Departure,17L,UPS414,UPS,UPS Airlines,SAEZ,UPS414,B763
MP02,10/01/2024 3:43:47,82.7,91.2,76.1,81.1,93.2,14.5,Departure,17L,CMP475,CMP,Copa Airlines,MPTO,CMP475,B738
MP02,10/01/2024 4:23:13,78.6,85.8,71.8,77.4,88.4,13.6,Departure,17L,SKU320,SKU,Sky Airline,SCDA,SKU320,A21N
MP02,10/01/2024 4:34:09,72.5,82.7,68.7,73.1,85,13.4,Departure,17L,SKU240,SKU,Sky Airline,SCCF,SKU240,A20N
MP02,10/01/2024 4:37:15,77.2,84.7,70.2,75.8,87,13.5,Departure,17L,SKU300,SKU,Sky Airline,SCAR,SKU300,A20N
MP02,10/01/2024 4:41:24,78.7,87.4,73,77.4,89.3,13.5,Departure,17L,LXP311,LXP,,SCTE,LXP311,A320
MP02,10/01/2024 4:43:18,80.4,88.9,74.8,78.6,90,13.5,Departure,17L,LAN166,LAN,LAN Airlines,SCDA,LAN166,A321
MP02,10/01/2024 4:47:24,75.3,86.4,70.9,76.4,88,13.4,Departure,17L,LAN188,LAN,LAN Airlines,SCAR,LAN188,A320
MP02,10/01/2024 4:54:40,78.8,87.9,73.1,78.4,89,13.4,Departure,17L,LAN150,LAN,LAN Airlines,SCCF,LAN150,A320
MP02,10/01/2024 5:03:39,75.4,85.1,70.6,75.5,87.7,13.4,Departure,17L,SKU270,SKU,Sky Airline,SCFA,SKU270,A21N
MP02,10/01/2024 5:06:32,77.2,87.3,72.9,76.4,89.1,13.4,Departure,17L,LAN130,LAN,LAN Airlines,SCFA,LAN130,A320
MP02,10/01/2024 5:08:19,82.8,92,76.7,81.9,94.8,13.4,Departure,17L,LTG8493,LTG,,SBGR,LTG8493,B763
MP02,10/01/2024 5:11:06,78.5,88.1,73.4,78.2,89.7,13.4,Departure,17L,LXP340,LXP,,SCFA,LXP340,A320
MP02,10/01/2024 5:24:24,76.7,85.6,71.9,74.8,86.4,13.3,Departure,17L,JAT806,JAT,JAT Airways,SKCL,JAT806,A20N
MP02,10/01/2024 5:28:20,71.4,83.5,68,74,85,13.3,Departure,17L,JAT501,JAT,JAT Airways,SCIE,JAT501,A320
MP02,10/01/2024 5:30:01,79.8,89,74.5,78.5,90.6,13.4,Departure,17L,LPE2370,LPE,LAN Peru,SPJC,LPE2370,A319
MP02,10/01/2024 5:32:04,79.1,88.3,74,77.4,91,13.4,Departure,17L,LAN178,LAN,LAN Airlines,SCDA,LAN178,A320
MP02,10/01/2024 5:41:07,78.2,88,72.6,78.1,89,13.4,Departure,17L,SKU620,SKU,Sky Airline,SBGL,SKU620,A320
MP02,10/01/2024 5:45:17,74.3,83.7,69.7,74.4,86.2,13.4,Departure,17L,SKU302,SKU,Sky Airline,SCAR,SKU302,A20N
MP02,10/01/2024 5:52:59,80.5,88,73.9,77.3,89.8,13.4,Departure,17L,JAT750,JAT,JAT Airways,SBGL,JAT750,A21N
MP02,10/01/2024 5:59:36,76.7,86.6,72.8,76,89.5,13.4,Departure,17L,DWI188,DWI,,MDSD,DWI188,B38M
MP02,10/01/2024 6:16:42,73.7,83.2,68.8,74.4,85.2,13.2,Departure,17L,SKU280,SKU,Sky Airline,SCFA,SKU280,A20N
MP02,10/01/2024 6:26:37,79.2,87.4,73.8,76.6,88.5,13.2,Departure,17L,JAT870,JAT,JAT Airways,SBFL,JAT870,A21N
MP02,10/01/2024 6:29:11,67.3,78.5,63.6,71.6,78.8,13.3,Departure,17R,LAN007,LAN,LAN Airlines,SCIE,LAN007,A320
MP02,10/01/2024 7:30:42,74,81,69.2,69.6,86.8,13.8,Departure,17L,AERONAU,AER,ACE Air Cargo,SCAT,AERONAU,BE20
MP02,10/01/2024 7:53:21,65.3,76.9,62.8,70.4,78.1,14.6,Departure,17R,LCO1733,LCO,LAN Cargo,KMIA,LCO1733,B763
MP02,10/01/2024 8:14:41,73.4,83.2,69.1,73.8,85.6,15.7,Departure,17L,SKU220,SKU,Sky Airline,SCAT,SKU220,A20N
MP02,10/01/2024 9:09:17,66.5,74.6,62.3,66.9,75.1,20.4,Departure,17R,LXP374,LXP,,SCCF,LXP374,A321
